Page,Titre,Sous-section,Section,Contenu,Liens,Images
Voyages,Voyages,Planifierson voyage,La diarrhée du voyageur,"Les infections causant la diarrhée du voyageur ont un effet important sur la glycémie, en raison de la déshydratation et de l’alimentation qui peut être perturbée. De plus, les personnes dont le diabète est mal contrôlé sont plus à risque d’infections et doivent redoubler de vigilance. Dans certains cas, des antibiotiques seront prescrits avant le départ. Avant votre départ, discutez avec votre équipe de soin des mesures à prendre pour la gestion de votre diabète pour les jours de maladie. Consultez notre ressource à ce sujet dans l’encadré « Ressources » et notre article sur lagastro-entérite.",https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/gastroenterite/; https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Altitude,"L’altitude ne devrait pas être un obstacle au choix de la destination. La plupart des personnes qui vivent avec le diabète la supportent très bien. Par contre, il est important de vérifier l’état du matériel médical avant le départ et lors du séjour. Des défaillances peuvent survenir en altitude ou dans des conditions climatiques extrêmes, et rendre ainsi le contrôle du diabète difficile.",https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Assurance voyage,Consultez notre articleAcheter une assurance voyagepour en savoir plus sur le sujet.,https://www.diabete.qc.ca/le-diabete/la-vie-avec-le-diabete/voyages/acheter-une-assurance-voyage/; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Documents :,Lettre pour voyage en FrançaisLettre pour voyage en AnglaisLettre pour voyage en EspagnolLettre pour voyage en ItalienLettre pour voyage en Mandarin,https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Francais-4-1.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Anglaisdocx-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Lettre-voyage-espagnol.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Italien-4.pdf; https://www.diabete.qc.ca/wp-content/uploads/2023/01/Voyage-lettreMD-Chinois-4.pdf; https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,À consulter aussi :,"Administration canadienne de la sûreté du transport aérien (ACSTA)  Transport Security Administration(États-Unis, en anglais seulement)",https://www.catsa-acsta.gc.ca/fr; http://www.tsa.gov; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Planifierson voyage,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Acheter uneassurancevoyage,Critères d’admissibilité,"Ce sont des critères qui définissent si vous pouvez souscrire à une assurance ou non. Par exemple, voyager contre un avis médical est un critère de refus d’admissibilité. Tous les contrats d’assurance voyage contiennent des critères d’admissibilité, mais les conditionsvarient d’un assureur à un autre. Le diabète est rarement un critère de refus.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Acheter uneassurancevoyage,Questionnaire médical ou déclaration de santé,"Certaines compagnies d’assurance demandent de remplir un questionnaire médical tandis que d’autres non. Dans certains cas, la valeur de l’hémoglobine glyquée (A1C) peut être demandée afin de vérifier la gestion du diabète. Les primes pourront varier en fonction de cette dernière. Soyez transparentau moment de décrire votre état de santé actuel à l’assureur. Si vous ne l’êtes pas,vous risquez des refuslors d’une réclamation. Si vous avez de la difficulté à remplir le questionnaire, n’hésitez pas à demander de l’aide à votre médecin ou équipe traitante.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Acheter uneassurancevoyage,Critères de stabilité,"La majorité des compagnies d’assurance ne couvriront pas les dépenses s’il y a eu un changementrécentdans votrecondition ou traitement.Cette période peut varier de 7 à 365 jours selon les assurances. Voici des exemples de critères de stabilité : Maladie, blessure ou état de santé qui s’est déclarée dans les 3 mois précédant la date de départ ;Maladie pour laquelle la personne assurée a été hospitalisée dans les 3 mois précédant la prise d’effet de l’assurance ;Changement récent du nombre d’unités ou d’injections d’insuline journalière ;Changement récent du type d’insuline ou de médicaments pris, etc. C’est l’une des principales raisons pour lesquelles plusieurs personnes prennent le risque de ne pas être assurées en voyage. Attentioncependant,certains pays exigent une preuve d’assurance maladie à l’entrée. Informez-vous!",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Acheter uneassurancevoyage,Et l’assurance voyage de ma carte de crédit ?,"Nombreuses cartes de crédit offrent une protection assurance voyage. L’avantage de ces protections est qu’elles prennent en charge les soins médicaux d’urgence, mais également l’annulation voyage, les accidents, le vol ou la perte des bagages, et parfois même, l’assistance voyage. Chaque carte de crédit est différente. Ainsi, des conditions comme la durée de l’assurance, la présence de critères d’admissibilité ou de stabilité, ou même la présence d’une franchise pourraient varier selon votre carte de crédit. Sachez également que l’assurance voyage pourrait ne pas être inclus dans votre contrat et nécessiter des frais supplémentaires. Pour en savoir plus, contactez votre assureur ou lisez le contrat de votre carte de crédit.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Acheter uneassurancevoyage,Renseignez-vous auprès des spécialistes,"Pour être sûr de faire le bon choix, n’hésitez pas à contacter des personnes compétentes : Communiquez avec votre compagnie d’assurance afin de connaître les modalités de votre contrat avant de voyager.Communiquez avec différentes compagnies d’assurance afin de comparer et choisir la meilleure assurance pour vous.Faites affaire avec un professionnel spécialisé en assurance voyage.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Voyages,Voyages,Acheter uneassurancevoyage,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
